Combined
Frederiksen har pratat med Trump: Grönland inte till salu - <p>Det uppger statsministerns kansli i ett pressmeddelande.</p>
Polisen om nya trenden: ”Gängen spränger för att döda” - <p>Kriminella placerar ut sprängämnen allt närmare sin måltavlorna.</p>
Uefas hårda straff: Stänger Djurgårdens kortsida - <p>I nästa Conference League-match kommer hemmalagets kortsida att vara stängd.</p>
Uppgifter: Israel och Hamas är överens om vapenvila i Gaza - <p>Enligt flera medier.</p>
Serbien hotas av gasbrist efter USA-sanktioner - <p>Serbien tvingas nu använda sin reservgas efter att gasimporten från Azerbajdzjan stoppats.</p>
Mykoplasma sprider sig bland djur – svår att bli av med - <p>Sprider sig på gårdar med mjölkkor och i nötbesättningar. </p>
Pappan efter skoldådet: ”En händelse som inte barn ska uppleva” - <p>En person som jobbar på skolan skadades allvarligt. </p>
Dopningsfall i VM – svenska lagkamraten: ”superhärlig kille” - <p>Den portugisiske handbollsstjärnan Miguel Martins kommer inte att finnas med när Portugal gör VM-debut i kväll.</p>
Brandtalet under Guldbaggegalan får anmälningar - <p>Mediemyndigheten har tagit emot över 40 anmälningar.</p>
Uppgifter: Minst 27 döda i israeliska attacker - <p>Israel uppger att man riktat attacker mot över 50 mål i Gaza det senaste dygnet.</p>
"Storbankerna i USA lyfter efter starka rapporter - <p>”Det kommer att skapa ett mer positivt klimat”, säger Rodney Alfvén.</p>"
Koranbrännaren Salwan Momika: Vill väcka muslimer - <p>På onsdagen ställdes koranbrännarna Salwan Momika och Salwan Najem inför rätta.</p>
Regeringen och SD vill återkalla medborgarskapet för gängkriminella - <p>Nu har grundlagsutredningen presenterat sina förslag. </p>
Efter Millenniumkaoset – nu inleder IVO tillsyn - <p>Nu inleder myndigheten sin tillsyn av journalsystemet.</p>
Rektorn efter misstänkta knivdådet: ”Fick agera snabbt” - <p>En person är gripen av polisen misstänkt för mordförsök.</p>
Ny riskrapport: Krig största hotet i år - <p>På två års sikt är de största riskerna desinformation och felaktig information. </p>
Rekordmånga fall av kikhosta – högsta antalet på 20 år - <p>Antalet fall steg från cirka 140 stycken till över 2 500 under 2024.</p>
"Stoltenbergs nya uppdrag: Öka försvarssamarbete i Östersjön - <p>Länderna i den Nordisk-Baltiska regionen har ett särskilt viktigt uppdrag inom Nato, säger Jens Stoltenberg.</p>"
Tysk ekonomi minskar för andra året i rad – inte hänt på 20 år - <p>Den svaga ekonomiska utvecklingen är en av de stora valfrågorna inför valet den 23 februari.</p>
Marburgutbrott i Tanzania – åtta döda och hög spridningsrisk - <p>Området ligger nära gränsen till flera andra länder.</p><p></p>
"Konstnären om huset på månen: ”Jag skulle vilja spränga det” - Ett rött hus med vita knutar på månen är en briljant idé. Det tycker skulptören Peter Johansson. Så briljant att han helst skulle förstöra den. – Jag skulle vilja skicka upp något som spränger det, så att verket kan fortsätta, säger han."
"Över 150 sprickor upptäckta på järnvägsrälsen söder om Stockholm – väntas orsaka tågförseningar - Över 150 sprickor har upptäckts på järnvägsrälsen söder om Stockholm. Av säkerhetsskäl – och för att de inte ska bli större – sänks nu hastigheten på flera tåg till redan på onsdagskvällen. Situationen väntas leda till förseningar i tågtrafiken framöver, enligt Trafikverket."
"Donald Trump blir president igen – allt om hans installation - Republikanen Donald Trump svärs ännu en gång in som USA:s president, efter att ha vunnit mot Kamala Harris i höstens val. Den 20 januari 2025 sker maktöverförandet. Här är allt du kan tänkas vilja veta om hans installation – och första dygn i Vita huset."
"Luleå fimpar kinesiska plagg – eldar upp kläderna istället - Luleå kommuns miljöbolag Lumire har valt att avsluta vidareförsäljningen av kläder från kinesiska klädföretag. – Man har hittat otroligt höga halter av både kemikalier och bly, säger Jenny Widmark, hållbarhetschef."
"Lugis Villads Raahauge Jensen om beslutet att komma ut som homosexuell - Det var i söndags som Lugis danske spelare Villads Raahauge Jensen gjorde en postning på Instagram. Hans familj och bästa kompisar visste redan, men inom idrottsmiljön hade han i åratal dolt hemligheten att han själv är homosexuell. – Jag har varit rädd att mina lagkamrater ska se mig på ett annat sätt, berättar han för SVT Sport."
"Teorierna: Det kan ha orsakat bränderna i Los Angeles - Fyra bränder rasar fortfarande i Kalifornien och myndigheterna varnar åter för hårda vindar. Samtidigt pågår flera utredningar för att ta reda på hur bränderna startat. Dåligt underhåll av kraftledningar, fyrverkerier och mordbrand är några av teorierna som undersöks, skriver Forbes."
"Johannes Thingnes Bö gav upp efter monsterskytte: ”Bara att glömma” - Det blev en mardrömsdag för Johannes Thingnes Bö i Ruhpoldings distanslopp. Han slutade 85:a. Det var sämsta loppet i karriären, men det var vad han gjorde på vallen som skapade uppståndelse i publiken."
Sebastian Samuelsson tappade tidig ledning i Ruhpolding - Sebastian Samuelsson ledde efter det första liggande skyttet i Ruhpoldings distanslopp över 20 km. Efter två bom var han dock borta från pallen.
"Efter detonationen nära matbutiken i Stenkulla i Nyköping: Polisen kan inte utesluta fler våldsbrott - Explosionen i Stenkulla i Nyköping på tisdagskvällen skedde strax intill en kvällsöppen matbutik. Polisen utreder nu om händelserna har kopplingar till gängkriminalitet och ser en viss risk för ytterligare våldsbrott. – Vi jobbar för att försöka förhindra eskalering, säger tillförordnade lokalpolischefen Peter Linde."
"Efter förbjudna träningen med Värnamo – Pawel Cibicki anmäls till disciplinnämnden - Pawel Cibicki är fortfarande avstängd för ett matchfixnings-brott, men bröt mot förbudet och tränade med IFK Värnamo. Nu har Svenska fotbollförbundet anmält Cibicki till sin disciplinnämnd. Även Värnamo riskerar att straffas."
"Nu byggs Sveriges första slutförvar för använt kärnbränsle i Forsmark - Vid Forsmarks kärnkraftverk i Östhammars kommun byggs ett av världens första slutförvar. Här ska kärnbränsleavfall från Sveriges kärnkraftverk förvaras i 100 000 år, och idag påbörjas bygget."
"Nytt uppdrag för Stoltenberg – ska utreda försvar och säkerhet i Östersjöområdet - Den tidigare Nato-chefen Jens Stoltenberg har fått ännu ett nytt uppdrag, att utreda ett närmare samarbete kring försvar och säkerhet i Östersjöområdet. – Han särskilt lämpad att titta på hur vi kan förena krafter ännu mer, säger statsminister Ulf Kristersson (M)."
"Ivo ska granska Millennium-haveriet - Provsvar som inte kom fram och ord som föll bort ur journalerna. Nu ska Ivo granska det havererade införandet av journalsystemet Millennium, rapporterar Göteborgs-Posten."
Glädje i Falun för höjning av panten: ”Det är jättesjukt” - På onsdagen kom beskedet om höjd pant på flaskor och burkar under året. Vi träffade några nöjda pantare på Ingarvet i Falun där pantmaskinen gick varm under onsdagen.
Två veckor efter Oktoberfest blir det en skidskyttefest i  München - En ny form av skidskyttetävling kommer att se dagens ljus. Det handlar om en supersprint i München. Den kommer att äga rum två veckor efter ölfestivalen Oktoberfest.
Tre frågor om: Varulvssyndromet - Efter att ha fått in en handfull rapporter från svenska hundägare som misstänker varulvssyndrom går nu Jordbruksverket ut med en varning för de misstänkta tuggbenen.
"Hunden Alma misstänks ha fått ”varulvssyndrom” av tuggben - Beageln Alma blev plötsligt orolig, gnydde och ylade. Hennes matte Eva Grandelius i Dalby utanför Lund misstänker nu att hennes hund har fått varulvssyndrom av de tuggben hon beställde på nätet. Nu varnar Jordbruksverket för tuggbenen."
"Världssexan Casper Ruud utslagen av tonåring som går i Novak Djokovics fotspår - Världssexan Casper Ruud har redan spelat klart i Australian Open. Norrmannen förlorade mot tonåringen Jakub Mensik i den andra omgången. – Det känns härligt, säger tjecken efter segern."
"Efter Uppdrag granskning – fler fall med Thereses förvaltare uppdagas - 86-årige Arne förlorade sina grävmaskiner när de såldes bakom hans rygg. Vänner till Monica, 87, trodde att hon hade dött när hon fick skyddad folkbokföring. Samma förvaltare som har hållit Therese gömd från hennes föräldrar i tre år fortsätter att få nya uppdrag av kommunerna."
Rekordbeslag av narkotika i Umeå – fem män döms - Polisen gjorde ett rekordbeslag av narkotika i Umeå i mars. Sex personer åtalades för grova brott – nu döms flera av dem till långa fängelsestraff.
Frederiksen till Trump: Det är Grönland som avgör - Danmarks statsminister Mette Frederiksen har nu talat med USA:s tillträdande president Donald Trump i telefon.
Falsk Brad Pitt blåste Anne på 11 miljoner kronor - PLUS En kvinna i Frankrike trodde sig ha en onlineromans med Brad Pitt. Men AI-bilderna var falska – och 53-åringen blåstes…
Expert: Adhd inte sjukdom utan samhällsfråga - Hela samhället behöver förändras för att hantera adhd-trycket som för närvarande tynger bup.
"Ung man misstänks för våldtäkt på skola - En 18-årig man i Gislaved har häktats misstänkt för en våldtäkt. Övergreppet ska ha begåtts på en gymnasieskola, där han…"
Ryanair kräver supgräns i EU – max två glas per passagerare - För att minska fyllestöket ombord kräver Ryanair en gräns för hur mycket alkohol som europeiska passagerare får köpa…
"Hamas och Israel är överens om vapenvila i Gaza - Hamas och Israel är överens om en vapenvila i Gaza.  Vapenvilan kommer att vara i sex veckor, enligt uppgifter Reuters."
"Här tar polisen en person efter knivdådet vid skolan - Här omhändertar polisen en person efter knivdådet på Runby skola i Upplands Väsby. 
Dådet skedde efter lunchtid då en kvinna som jobbade på skolan skadades allvarligt i en knivattack. 
Strax efter frihetsberövades en man i ett skogsområde i närheten. Polisen bekräftar att en person är gripen inom ramen för förundersökningen, men det är ännu oklart om det är gärningsmannen eller inte.
Dådet utreds som försök till mord."
Efter läckan i Östersjön: Rekordstort metanutsläpp - Metanutsläppen från Nordstreamledningarna 2022 var de största som uppmätts vid en enskild händelse.
Ebba Buschs bildtrick – ändrade riksdagsbyggnaden - Kristdemokraterna har använt sig av AI för att manipulera en bild på Ebba Buschs Instagram.
Äldre man död – körde in i träd - En man i 80-årsåldern har omkommit i en trafikolycka norr om Sjöbo i Skåne.
FN kräver rättvisa för Assadregimens offer - FN:s människorättschef Volker Türk kräver att den störtade Assadregimen ställs till svars sina brott.
